title,artist,album,language_id,scaled_vectorized_features_str
2033,Indochine,13,-2.0,"3.8252320840844636,3.693754654700394,-1.4648268586221451,0.3026143244322058,0.0026873765712432797,8.070619475649055E-5,2.679591952188636,3.766436710760577,-0.2769906204992498"
2084,Dear Jane,2084,-2.0,"2.3484843237321282,4.084858088727494,-1.027895305550031,0.3422182125290381,0.4571310662424136,3.335515517467616E-4,1.863515282291312,3.659374242454111,-0.2769906204992498"
21 Savage,"Eevil Stöö, Koksu Koo",21 Savage / Kaksijäinen,8.0,"4.833584079038701,3.6889262172432695,-2.218118979235082,1.2490457015154803,0.11705325787116347,0.0,2.0191587708799767,4.467120460992994,1.107962481996999"
21 g (herregud),"Broder John, Nebay Meles",21 g (herregud),-2.0,"5.698815145676854,2.872920286989195,-1.8691268146926714,0.8357435872741791,0.5090777783154151,6.282824022182493E-6,0.8329029929879905,4.28811340893531,-0.2769906204992498"
21:29,TWICE,Feel Special,-2.0,"4.2545948690327196,3.500617156415406,-1.3871194115251426,0.30464529305255617,0.39479501175481174,0.0,2.4734694943279716,3.1381509032656925,-0.2769906204992498"
22 (Taylors Version),Taylor Swift,Red (Taylors Version),-2.0,"4.176528908133037,3.355764032701665,-1.5541489419400523,0.28535109115922763,0.0015341595632226456,5.210146750102555E-5,2.7006248560519692,3.626313910221365,-0.2769906204992498"
22:22,Ghali,DNA,-2.0,"4.879122556230183,3.5247593437010294,-1.7861651274004975,0.4559524552686591,0.33107371161192983,1.997222920872646E-5,1.7962099899286461,3.312205880242101,-0.2769906204992498"
24 Angels,Erja Lyytinen,Stolen Hearts,-2.0,"3.012044991379433,3.408876844730037,-2.2601529007964496,0.44782858078725757,0.15272333349462455,0.27174490892691755,0.8455227353059903,3.3482653565381546,-0.2769906204992498"
24 de Marzo,La Habitación Roja,Sagrado Corazón (Deluxe Version),1.0,"3.8057155938595426,3.3461071577874155,-1.7383238877286775,0.33612530666798696,0.33522944857776993,1.8797392196448434E-5,1.9139942515633115,4.257110629025067,0.1384953102496249"
24/5,Mimi Webb,Seven Shades of Heartbreak,0.0,"3.643078175318537,3.684097779786145,-1.1501255248271667,1.0662585256839465,1.416413682523842,0.0,1.4554769473426499,3.175535582752511,0.0"
