title,artist,album,language_id,scaled_vectorized_features_str
Ababuyanga,"Aymos, Major League Djz, Josiah De Disciple",Yimi Lo,25.0,"5.575210707585689,2.7763515378467014,-3.8275757127032493,0.5564854019760026,0.056795071866481694,0.5363386360399688,1.4849230127513162,3.940631182809698,3.462382756240622"
Abençoado,Bispo,Mais Antigo,21.0,"4.326155333190763,2.9984596608744374,-2.0779137277113082,2.22391063928366,0.9038727900702269,0.12003769473275494,2.2589338749219743,4.180213970192572,2.9084015152421228"
Abin Dızo Bremın (feat. Muti),Heijan,Yansın Geceler,14.0,"4.475781758248488,3.0370871605314353,-2.4401797622204664,1.7872523859083294,0.3040614213339691,0.0,1.1273636470746538,4.6398851085468165,1.9389343434947484"
Abinaya,Mugen Rao,Abinaya,25.0,"3.9098035417257866,2.496302165333469,-2.364408087826948,0.8306661657233031,1.2259424049228365,0.0,2.0359850939706434,2.9592484725125416,3.462382756240622"
Abre o Portão Que Eu Cheguei - Ao Vivo,Gusttavo Lima,50/50 - Ao Vivo (Deluxe),21.0,"4.098462947233354,3.7806665289286387,-1.5002238452001393,0.4356427690651553,2.985204387128489,0.0,2.0528114170613097,3.591265773202473,2.9084015152421228"
"Absolutnie, absolutnie",Sorry Boys,Miłość,9.0,"3.8577595677926646,3.3364502828731664,-1.6163702074091824,0.5280518412910974,1.2259424049228365,0.0,1.5942941128406485,2.686326362751498,1.246457792246624"
Abstinência,Yasmin Santos,Abstinência,21.0,"3.890287051500866,2.974317473588814,-1.407859833348186,0.30159884012203064,1.0701022687038317,0.0,1.3376926857079847,3.419024232171321,2.9084015152421228"
Acertou a Mão,Luan Santana,Acertou a Mão,21.0,"4.5538477191481705,2.6218415392187113,-2.006843215597679,0.363543383042717,1.5999587318484476,0.0,2.5533945290086373,3.591893501029677,2.9084015152421228"
Ach nie mnie jednej,The Dumplings,nowOsiecka,9.0,"4.742507124655738,2.414218728562349,-2.5563261244295092,0.2812891539185269,1.1289752090532337,2.130030583130162,0.15480217243413155,3.487899924322875,1.246457792246624"
Acima do Sol,Bruno Boncini,Prelúdio,21.0,"1.385670805969372,3.220567783902174,-1.166441323327961,0.3767446790749945,0.6406761155670191,0.0,2.2252812287406414,1.7780739443236124,2.9084015152421228"
Acontece,Jão,PIRATA,21.0,"3.9618475156589086,2.6652974763328334,-1.7463435175002544,0.2883975440897532,0.9592826162814286,0.0,2.536568205917971,4.182864376574099,2.9084015152421228"
Act of Misacting,BANFF,Act of Misacting,25.0,"3.812221090601183,3.6406418426720224,-1.6661472197844867,0.31276916753395767,0.5263933490064157,2.9932803878040164,1.15680971248332,4.116394974426828,3.462382756240622"
Acı Kiraz,Can Bonomo,Rüyamda Buluttum / Acı Kiraz,14.0,"4.729496131172457,2.9984596608744374,-2.9434806651263195,1.0967230549892022,0.33626838281923,2.339458050536245E-5,2.881507829276634,3.417210796226065,1.9389343434947484"
Acının İlacı,Adamlar,Rüyalarda Buruşmuşuz,14.0,"3.870770561275945,2.5687287271903396,-2.4761298267137417,0.2457472030623953,0.32899584312900976,7.202261683965297E-4,2.2883799403306404,2.721479121074924,1.9389343434947484"
Adakah Engkau Menungguku,"Naim Daniel, Tuju",Adakah Engkau Menungguku,20.0,"4.046418973300232,2.7039249759898314,-1.80165130902837,0.42041050441252753,0.40518435416941206,0.0,1.972886382380644,2.788192639599442,2.769906204992498"
Adakah Ini Mimpi,Reedzwann,Adakah Ini Mimpi,20.0,"3.3893638023945676,2.694268101075582,-1.6124986620022144,0.2812891539185269,0.9419670455904281,0.0,1.4302374627066503,4.602535302828176,2.769906204992498"
Adalar Modalar,Ali Akcan,Adalar Modalar,14.0,"3.7341551297015,2.897062474274819,-2.964774164864644,0.48743246888408986,1.4995284218406446,1.7367155833675182E-5,3.3147856488612955,3.3444989895749306,1.9389343434947484"
Adaletin Bu Mu Dünya,Zeynep Baksi Karatağ,Adaletin Bu mu Dünya,14.0,"3.3438253252030856,3.235053096273548,-1.970893151104404,0.509773123707944,1.34715139975984,1.2923207135058297E-5,1.8845481861546451,5.088989495143127,1.9389343434947484"
Adamım,Kader,Adamım,14.0,"4.1114739407166345,3.1915971591594254,-2.717271797776326,0.6600648016138717,0.9558195021432285,0.0,2.435610267373972,3.559007537637821,1.9389343434947484"
Adanmış Hayatların Umudu,Galatasaray Spor Kulübü,Adanmış Hayatların Umudu,14.0,"3.298286848011604,3.466818094215533,-2.0076728324706012,0.44782858078725757,0.20744053687818617,4.699348049112108E-4,2.216868067195308,4.813347231464198,1.9389343434947484"
Addikti,INKA,Addikti,25.0,"4.8400895757803415,4.224882774984111,-1.377717086965363,0.5991357430033605,0.056795071866481694,6.333903892281537E-5,1.3587255895713177,3.732574281859738,3.462382756240622"
Adoptoi Mun Sydän,SINI YASEMIN,Adoptoi Mun Sydän,8.0,"4.6319136800478535,2.563900289733215,-1.9341134697382072,0.4376737376855057,0.43288926727501287,0.006231744152083447,1.4849230127513162,4.707051986057649,1.107962481996999"
Adorarei,Fabiana Anastácio,Adorador 2 - Além da Canção,21.0,"3.4999572470024516,3.321964970501792,-1.2897776984356588,0.3208930420153592,0.5333195772828159,0.0,1.6615994052033143,5.022520092995856,2.9084015152421228"
Adrenalizou - Gabriel Boni Remix,Vitor Kley,Adrenalizou (Gabriel Boni Remix),21.0,"5.34101282488664,3.4619896567584085,-1.592864396009733,0.3909614594174471,0.25384626633006757,0.0018388753235656077,1.3545190087986512,4.289229369517006,2.9084015152421228"
Adresát Neznámý,Karel Gott,Zpívá Karel Gott,12.0,"2.8689240630633477,3.3702493450730393,-1.0137918187103614,0.3676053202834178,1.9081758901482568,0.0,2.0317785131979766,2.534137238422697,1.6619437229954985"
Adını Başkasının Koyduğu Çocuklar,Adamlar,Dünya Günlükleri,14.0,"4.157012417908116,2.3900765412767258,-2.1879762328522583,0.2883975440897532,2.1055733960256626,0.8530338306540457,1.9602666400626443,3.1541230890912173,1.9389343434947484"
Affedin Bizi Çocuklar,Tarkan,10,14.0,"3.1681769131787987,2.7184102883612047,-2.199867408030803,0.3320633694272862,0.6545285721198194,0.0,0.9548938353953225,5.299522433633725,1.9389343434947484"
Affet,Müslüm Gürses,Aşk Tesadüfleri Sever (Mucize ve Buluşma),14.0,"2.7583306184554637,3.215739346445049,-1.8481098539119873,0.4803240787128636,1.3713931987272407,8.632498046738545E-4,1.15680971248332,5.58255793616639,1.9389343434947484"
Afgang / Ankomst,Jamie Kamara,Afgang / Ankomst,7.0,"4.1635179146497565,2.2355665426487352,-2.3989754575320204,1.5435361514662846,1.4337292532148425,0.0,1.3292795241626514,3.13208286760272,0.9694671717473742"
