title,artist,album,language_id,scaled_vectorized_features_str
A Perereca da Vizinha,Sky Love do Forró,A Perereca da Vizinha,21.0,"4.3196498364491225,4.427677148183348,-0.7466551856295625,0.37268274183429373,0.40518435416941206,0.0,3.882674053171289,6.272430818263627,2.9084015152421228"
A Pior Parte,"Renno, Tarcísio do Acordeon",Xote e Piseiro,21.0,"3.942331025433988,4.128314025841616,-0.75025019207889,0.5930428371423093,0.9315777031758278,0.0,3.2138277103172967,5.57819871514414,2.9084015152421228"
A Praça/ As Pastorinhas/ Carinhoso,Banda Rio-Ipanema,O Melhor do Carnaval,21.0,"3.122638435987317,3.0660577852741833,-2.4642386515351964,0.30667626167290657,0.5887294034940176,0.0,4.06776360716862,3.7402465108588983,2.9084015152421228"
A Reza Do Samba - Ao Vivo No Bar Pirajá,Moacyr Luz e Samba do Trabalhador,Samba Do Trabalhador (Ao Vivo No Bar Pirajá),21.0,"2.9469900239630307,3.8337793409570105,-2.2557282774742005,3.4729563407991404,3.1826018930058946,0.0,3.525114687494626,3.821711633322711,2.9084015152421228"
A Roça ou a Cidade (Da Roça Pra Cidade) - Ao Vivo,Os Barões Da Pisadinha,A Roça ou a Cidade (Da Roça Pra Cidade) [Ao Vivo],21.0,"3.916309038467427,4.64495683375396,-0.6567800243963744,0.6306157566187913,1.01469244249263,0.0,3.512494945176626,6.00529775402013,2.9084015152421228"
A Tisket A Tasket,"Cris Villonco, Aicelle Santos",Ang Larawan (The Official Soundtrack),25.0,"5.419078785786323,2.4769884155049704,-1.628537921545368,0.797155183487522,3.158360094038494,0.02252622271367869,3.5419410105852926,4.469073392010963,3.462382756240622"
A Verdade Vós Fará Livre,"Estação Primeira de Mangueira, Marquinho ArtSamba",Sambas De Enredo Das Escolas De Samba 2020,21.0,"4.078946457008433,4.128314025841616,-2.1694481226903397,0.9027655517457415,1.1185858666386332,0.0,3.81957534158129,5.022345724154965,2.9084015152421228"
A gyűlölet a régi,Tankcsapda,Liliput Hollywood,12.0,"3.792704600376262,4.587015584268463,-0.9396793780626864,0.3736982261444689,0.00134715139975984,0.0018541992845953208,3.041357898637965,3.661536416081147,1.6619437229954985"
A hegyekbe fönn,Hip Hop Boyz,3,12.0,"5.393056798819762,4.186255275327113,-2.8981282760732645,0.41228662993112597,0.25246102067478754,1.3689405186543969E-5,3.6428989491292914,4.63876914796512,1.6619437229954985"
A holnap küszöbén,Follow The Flow,A holnap küszöbén,12.0,"4.339166326674043,3.268852158473421,-1.3838009440334555,0.5828879940405575,0.938503931452228,0.0,3.651312110674625,4.881978807238507,1.6619437229954985"
A királyném,Bagossy Brothers Company,Fordul a világ,12.0,"3.9293200319507076,3.4426759069299098,-1.2098579396775317,0.7108390171226311,0.02933257675055487,6.742542853073895E-6,2.31361942496664,4.706982238521293,1.6619437229954985"
A szürke Patás,Zséda,Ünnep,12.0,"3.968353012400549,3.568215280815152,-1.7294746410841788,0.3208930420153592,0.10458604697364311,0.0,2.410370782737972,4.429247548751684,1.6619437229954985"
A tus Pies,"LIT killah, Rusherking",MAWZ,9.0,"5.067781961737751,3.075714660188433,-1.1611870831327897,0.5026647335367177,0.6476023438434193,0.0,3.2853395834526293,5.055580425228601,1.246457792246624"
A wcora z wiecora,Kapela Pieczarków,Najpiekniejsze Koledy Polskie - Polish Christmas Carols,9.0,"4.4237377843153665,4.099343401098869,-1.8428556137168162,0.39400791234797267,0.567950718664817,0.0,4.0803833494866195,5.337186103265968,1.246457792246624"
