title,artist,album,language_id,scaled_vectorized_features_str
209 - Kreaturen der Nacht - Teil 07,Die drei ???,209/Kreaturen der Nacht,4.0,"4.1895399016163175,0.9801728037963138,-4.909949192908474,9.403384712222234,1.274426002857638,0.0,2.5491879482359705,5.029669215472346,0.5539812409984995"
209 - Kreaturen der Nacht - Teil 08,Die drei ???,209/Kreaturen der Nacht,4.0,"4.098462947233354,1.1781387395384264,-5.256175967874479,9.65725578976603,1.7280939549618515,0.0,2.490295817418638,2.8617762904550266,0.5539812409984995"
209 - Kreaturen der Nacht - Teil 09,Die drei ???,209/Kreaturen der Nacht,4.0,"4.24808937229108,1.8444631086216348,-4.2418310712488365,9.16982332088194,1.551475133913646,0.0,1.6910454706119806,4.340668177579559,0.5539812409984995"
209 - Kreaturen der Nacht - Teil 10,Die drei ???,209/Kreaturen der Nacht,4.0,"3.9553420189172686,1.7478943594791407,-4.349128186813381,6.082751017949371,1.0077662142162298,0.0,2.414577363510639,2.876179156712541,0.5539812409984995"
209 - Kreaturen der Nacht - Teil 11,Die drei ???,209/Kreaturen der Nacht,4.0,"3.8837815547592256,1.858948420993009,-4.867362193431825,7.9207776193664605,0.4398154955514131,0.0,2.536568205917971,3.791929435298697,0.5539812409984995"
209 - Kreaturen der Nacht - Teil 12,Die drei ???,209/Kreaturen der Nacht,4.0,"4.1114739407166345,1.617526548136774,-5.026925171990439,7.9207776193664605,0.7826637952332233,0.0,3.0581842217286317,4.3632315055907265,0.5539812409984995"
209 - Kreaturen der Nacht - Teil 13,Die drei ???,209/Kreaturen der Nacht,4.0,"4.313144339707482,2.018286857078124,-4.105773904089672,9.65725578976603,0.9731350728342291,0.0,2.868888086958634,3.2616040426158195,0.5539812409984995"
209 - Kreaturen der Nacht - Teil 14,Die drei ???,209/Kreaturen der Nacht,4.0,"4.144001424424836,1.9072327955642558,-4.853811784507437,7.220093445345581,1.1843850352644354,0.0,2.61228665982597,5.020915899659667,0.5539812409984995"
209 - Kreaturen der Nacht - Teil 15,Die drei ???,209/Kreaturen der Nacht,4.0,"3.8317375808261036,1.791350296593263,-4.780252421775043,5.839034783507326,0.46752040865701394,6.0785045417863137E-5,2.8310288600046345,5.070297155399717,0.5539812409984995"
209 - Kreaturen der Nacht - Teil 16,Die drei ???,209/Kreaturen der Nacht,4.0,"3.1356494294705977,1.5161293615371552,-5.94005681011963,8.601152107183836,0.09731350728342289,6.384983762380582E-6,1.8172428937919791,6.027756460726764,0.5539812409984995"
